Cpd,Formula,RT,Mass,CAS_ID,Source,Score,Algorithm,Area,Area_Pct,Peak_Height
6494,C88H149NO13,18.862,1428.0992,,FBF,52.26,FBF,,,
6495,C90H147NO13,22.005,1450.0884,,FBF,53.51,FBF,,,
6496,C42H77NO20,4.932,915.5069,,FBF,69.26,FBF,,,
6497,C42H71NO19,4.854,893.4652,,FBF,85.61,FBF,,,
6498,C44H75NO20,4.932,937.4889,,FBF,78.13,FBF,,,
6499,C44H73NO18,4.906,903.4877,,FBF,67.91,FBF,,,
6500,C46H83NO18,14.159,937.5556,,FBF,51.08,FBF,,,
6501,C47H89NO18,14.315,955.6091,,FBF,60.8,FBF,,,
6502,C48H85NO19,13.483,979.571,,FBF,63.09,FBF,,,
6503,C50H91NO19,12.339,1009.6147,,FBF,51.29,FBF,,,
6504,C50H87NO19,13.691,1005.5849,,FBF,56.51,FBF,,,
6505,C55H97NO20,5.166,1091.6628,,FBF,89.76,FBF,,,
6506,C56H107NO18,17.927,1081.7488,,FBF,84.36,FBF,69640019.0,50.53,3554556.0
6507,C56H107NO19,18.109,1097.7421,,FBF,57.59,FBF,,,
6508,C58H111NO18,18.888,1109.7818,,FBF,52.65,FBF,,,
6509,C59H107NO17,14.783,1101.7619,,FBF,50.27,FBF,,,
6510,C60H109NO17,18.109,1115.7741,,FBF,68.51,FBF,,,
6511,C62H119NO18,18.55,1165.8431,,FBF,56.51,FBF,,,
6512,C62H107NO17,17.537,1137.7506,,FBF,73.97,FBF,,,
6513,C74H131NO18,20.006,1321.9415,,FBF,51.39,FBF,,,
6514,C76H129NO18,20.006,1343.9242,,FBF,60.16,FBF,,,
6515,C82H145NO18,20.941,1432.046,,FBF,53.55,FBF,,,
6516,C30H59NO9,10.103,577.4195,,FBF,59.92,FBF,,,
6517,C34H67NO8,17.901,617.4866,,FBF,59.45,FBF,,,
6518,C36H71NO9,19.538,661.5135,,FBF,50.81,FBF,,,
6519,C37H73NO9,19.434,675.5288,,FBF,56.78,FBF,,,
6520,C38H75NO8,22.395,673.546,,FBF,60.71,FBF,,,
6521,C39H77NO9,20.161,703.5617,,FBF,54.61,FBF,,,
6522,C42H83NO9,19.382,745.6059,,FBF,57.72,FBF,,,
6523,C45H89NO8,20.785,771.663,,FBF,57.23,FBF,,,
6524,C55H109NO8,15.588,911.8161,,FBF,59.31,FBF,,,
6525,C56H111NO8,14.783,925.836,,FBF,54.14,FBF,,,
6526,C47H93NO9,16.758,815.6795,,FBF,51.84,FBF,,,
6527,C60H119NO9,19.122,997.8945,,FBF,53.6,FBF,,,
6528,C63H125NO9,17.381,1039.9372,,FBF,50.61,FBF,,,
6529,C20H35NO8,4.75,417.2342,,FBF,53.98,FBF,34765323.0,25.23,4024607.0
6530,C22H37NO8,3.527,443.2523,,FBF,97.41,FBF,,,
6531,C24H41NO8,4.984,471.2807,,FBF,67.37,FBF,,,
6532,C25H49NO9,5.841,507.3391,,FBF,61.31,FBF,,,
6533,C29H57NO9,19.122,563.406,,FBF,75.57,FBF,,,
6534,C74H147NO8,11.897,1178.1205,,FBF,57.58,FBF,,,
6535,C35H69NO10,16.94,663.4897,,FBF,57.64,FBF,,,
6536,C46H91NO10,13.379,817.6646,,FBF,57.51,FBF,,,
6537,C22H43NO8,4.984,449.299,,FBF,77.36,FBF,,,
6538,C54H107NO10,14.341,929.7916,,FBF,52.8,FBF,,,
6539,C56H111NO10,19.018,957.8187,,FBF,59.28,FBF,,,
6540,C16H29NO8,6.88,363.189,,FBF,60.81,FBF,,,
6541,C17H31NO8,8.232,377.2043,,FBF,59.88,FBF,,,
6542,C46H89NO11S,17.511,863.6197,,FBF,51.0,FBF,,,
6543,C48H91NO11S,20.032,889.6346,,FBF,52.29,FBF,,,
6544,C28H51NO12S,4.229,625.3154,,FBF,57.01,FBF,,,
6545,C30H57NO11S,5.607,639.3676,,FBF,76.15,FBF,,,
6546,C30H57NO12S,5.296,655.3548,,FBF,52.09,FBF,,,
6547,C30H55NO11S,4.593,637.3548,,FBF,60.24,FBF,,,
6548,C32H61NO11S,4.047,667.3974,,FBF,82.29,FBF,,,
6549,C32H59NO11S,4.359,665.3845,,FBF,62.8,FBF,,,
6550,C33H63NO11S,4.437,681.4121,,FBF,87.06,FBF,34988729.0,25.39,6894655.0
6551,C34H65NO11S,4.854,695.4292,,FBF,92.01,FBF,,,
6552,C34H65NO12S,4.229,711.4225,,FBF,78.15,FBF,,,
6553,C34H65NO13S,5.737,727.4209,,FBF,62.93,FBF,,,
6554,C34H63NO11S,4.932,693.4134,,FBF,54.49,FBF,,,
6555,C34H63NO12S,4.489,709.4101,,FBF,66.97,FBF,,,
6556,C34H57NO11S,14.757,687.3589,,FBF,55.65,FBF,,,
6557,C35H67NO11S,4.828,709.4423,,FBF,62.57,FBF,,,
6558,C35H67NO12S,4.541,725.4379,,FBF,79.23,FBF,27697614.0,20.1,4488337.0
6559,C35H65NO12S,4.906,723.4261,,FBF,60.51,FBF,,,
6560,C35H63NO11S,5.711,705.4093,,FBF,74.73,FBF,,,
6561,C35H61NO11S,4.437,703.3925,,FBF,54.87,FBF,34988729.0,25.39,6894655.0
6562,C35H57NO12S,7.946,715.3587,,FBF,57.43,FBF,,,
6563,C36H69NO12S,4.958,739.4551,,FBF,93.34,FBF,,,
6564,C36H67NO12S,5.01,737.4384,,FBF,57.35,FBF,,,
6565,C36H63NO11S,20.707,717.4173,,FBF,55.25,FBF,,,
6566,C37H73NO12S,13.327,755.4896,,FBF,50.81,FBF,,,
6567,C37H65NO12S,4.541,747.4201,,FBF,59.24,FBF,27697614.0,20.1,4488337.0
6568,C38H71NO11S,17.07,749.4795,,FBF,52.99,FBF,,,
6569,C38H71NO12S,18.992,765.4676,,FBF,67.33,FBF,,,
6570,C38H69NO11S,4.932,747.4575,,FBF,74.63,FBF,,,
6571,C38H69NO12S,13.873,763.4527,,FBF,54.39,FBF,,,
6572,C38H63NO11S,4.567,741.4081,,FBF,55.02,FBF,,,
6573,C39H77NO11S,0.383,767.5264,,FBF,72.14,FBF,3497639.0,2.54,966956.0
6574,C39H73NO11S,6.673,763.4908,,FBF,51.12,FBF,,,
6575,C40H79NO11S,16.16,781.5355,,FBF,52.43,FBF,,,
6576,C40H77NO12S,13.301,795.5112,,FBF,65.86,FBF,,,
6577,C40H75NO11S,19.512,777.5083,,FBF,75.21,FBF,,,
6578,C40H73NO11S,4.724,775.4876,,FBF,50.18,FBF,,,
6579,C40H69NO11S,13.951,771.4571,,FBF,52.6,FBF,,,
6580,C40H67NO11S,4.932,769.4412,,FBF,53.63,FBF,,,
6581,C41H77NO11S,18.135,791.5205,,FBF,51.73,FBF,,,
6582,C41H75NO11S,4.75,789.5083,,FBF,57.24,FBF,34765323.0,25.23,4024607.0
6583,C41H73NO12S,13.795,803.4872,,FBF,55.63,FBF,,,
6584,C41H71NO12S,5.841,801.4707,,FBF,65.71,FBF,,,
6585,C42H81NO13S,14.107,839.5417,,FBF,67.67,FBF,,,
6586,C42H75NO12S,14.419,817.4977,,FBF,60.62,FBF,,,
6587,C42H71NO11S,13.847,797.4803,,FBF,52.39,FBF,,,
6588,C43H79NO12S,11.845,833.5303,,FBF,55.0,FBF,,,
6589,C43H73NO11S,4.75,811.4853,,FBF,53.73,FBF,34765323.0,25.23,4024607.0
6590,C43H73NO12S,13.223,827.485,,FBF,56.98,FBF,,,
6591,C44H87NO12S,17.719,853.6009,,FBF,51.89,FBF,,,
6592,C44H81NO12S,14.783,847.5489,,FBF,60.76,FBF,,,
6593,C44H77NO11S,13.431,827.522,,FBF,52.26,FBF,,,
6594,C44H73NO11S,5.633,823.4882,,FBF,56.9,FBF,,,
6595,C45H89NO11S,13.197,851.6113,,FBF,50.31,FBF,,,
6596,C45H87NO11S,13.327,849.5961,,FBF,55.0,FBF,,,
6597,C45H77NO12S,4.854,855.5113,,FBF,53.04,FBF,,,
6598,C45H75NO11S,13.951,837.5027,,FBF,51.42,FBF,,,
6599,C46H85NO12S,22.083,875.5778,,FBF,51.85,FBF,,,
6600,C46H83NO11S,18.706,857.5677,,FBF,53.25,FBF,,,
6601,C46H79NO12S,18.94,869.5391,,FBF,75.78,FBF,,,
6602,C46H77NO11S,14.081,851.5202,,FBF,56.09,FBF,,,
6603,C47H89NO11S,9.87,875.614,,FBF,87.22,FBF,,,
6604,C47H83NO10S,9.948,853.5736,,FBF,85.57,FBF,,,
6605,C47H83NO11S,13.327,869.5632,,FBF,51.81,FBF,,,
6606,C48H95NO11S,16.68,893.6681,,FBF,57.99,FBF,,,
6607,C48H85NO11S,14.835,883.5843,,FBF,85.84,FBF,,,
6608,C48H85NO12S,22.525,899.5731,,FBF,50.01,FBF,,,
6609,C48H83NO11S,14.886,881.5678,,FBF,58.9,FBF,,,
6610,C48H81NO11S,13.925,879.5554,,FBF,79.3,FBF,,,
6611,C48H79NO12S,14.86,893.5298,,FBF,51.41,FBF,,,
6612,C49H87NO11S,9.948,897.5954,,FBF,74.78,FBF,,,
6613,C49H85NO11S,4.932,895.5832,,FBF,70.64,FBF,,,
6614,C49H85NO12S,19.85,911.5783,,FBF,56.67,FBF,,,
6615,C50H95NO12S,17.225,933.6576,,FBF,50.42,FBF,,,
6616,C50H89NO11S,19.928,911.6166,,FBF,68.65,FBF,,,
6617,C50H85NO11S,5.711,907.5841,,FBF,50.51,FBF,,,
6618,C50H83NO11S,14.886,905.5693,,FBF,82.14,FBF,,,
6619,C50H83NO12S,5.27,921.5715,,FBF,60.26,FBF,,,
6620,C51H99NO11S,21.928,933.6928,,FBF,57.64,FBF,,,
6621,C51H99NO12S,19.408,949.6912,,FBF,65.94,FBF,,,
6622,C51H95NO11S,21.746,929.6655,,FBF,50.83,FBF,,,
6623,C51H89NO12S,4.984,939.6101,,FBF,64.93,FBF,,,
6624,C51H87NO12S,14.341,937.5972,,FBF,73.54,FBF,,,
6625,C52H99NO12S,14.757,961.6882,,FBF,69.28,FBF,,,
6626,C52H97NO12S,13.301,959.6725,,FBF,56.27,FBF,,,
6627,C52H93NO11S,16.498,939.646,,FBF,85.53,FBF,,,
6628,C52H89NO12S,16.42,951.619,,FBF,53.33,FBF,,,
6629,C53H105NO12S,19.98,979.7448,,FBF,51.2,FBF,,,
6630,C53H103NO12S,14.835,977.7141,,FBF,57.39,FBF,,,
6631,C54H103NO11S,21.538,973.7241,,FBF,50.14,FBF,,,
6632,C54H101NO11S,20.733,971.7122,,FBF,52.93,FBF,,,
6633,C54H97NO11S,16.498,967.6791,,FBF,68.78,FBF,,,
6634,C54H95NO11S,16.524,965.6657,,FBF,51.02,FBF,,,
6635,C55H105NO12S,21.694,1003.7364,,FBF,50.76,FBF,,,
6636,C55H101NO11S,14.912,983.7078,,FBF,54.77,FBF,,,
6637,C55H101NO12S,14.835,999.7031,,FBF,52.49,FBF,,,
6638,C55H97NO11S,21.72,979.6717,,FBF,59.35,FBF,,,
6639,C56H111NO11S,14.783,1005.7851,,FBF,57.67,FBF,,,
6640,C56H95NO11S,16.472,989.6596,,FBF,73.74,FBF,,,
6641,C57H109NO11S,18.109,1015.7745,,FBF,58.41,FBF,,,
6642,C58H111NO12S,17.927,1045.7774,,FBF,50.29,FBF,69640019.0,50.53,3554556.0
6643,C58H109NO12S,17.927,1043.7736,,FBF,74.23,FBF,69640019.0,50.53,3554556.0
6644,C59H115NO11S,20.239,1045.8164,,FBF,70.29,FBF,,,
6645,C59H109NO11S,17.199,1039.7715,,FBF,52.47,FBF,,,
6646,C59H99NO11S,16.966,1029.6895,,FBF,68.4,FBF,,,
6647,C60H115NO11S,17.563,1057.8219,,FBF,51.37,FBF,,,
6648,C60H109NO12S,20.239,1067.766,,FBF,61.6,FBF,,,
6649,C60H107NO12S,17.927,1065.7564,,FBF,82.75,FBF,69640019.0,50.53,3554556.0
6650,C63H125NO11S,19.434,1103.8939,,FBF,51.7,FBF,,,
6651,C64H125NO11S,18.94,1115.8983,,FBF,58.38,FBF,,,
6652,C71H141NO11S,18.446,1216.0237,,FBF,55.89,FBF,,,
6653,C30H57N2O6P,10.207,572.3914,,FBF,79.07,FBF,,,
6654,C33H69N2O7P,13.301,636.4827,,FBF,60.93,FBF,,,
6655,C36H67N2O6P,10.103,654.4721,,FBF,57.95,FBF,,,
6656,C39H79N2O7P,17.459,718.5631,,FBF,67.2,FBF,,,
6657,C27H53N2O7P,4.671,548.357,,FBF,70.21,FBF,21727273.0,15.77,4512959.0
6658,C30H53N2O6P,18.109,568.3671,,FBF,65.88,FBF,,,
6659,C35H67N2O6P,17.667,642.4722,,FBF,71.53,FBF,,,
6660,C38H73N2O7P,10.103,700.5168,,FBF,80.27,FBF,,,
6661,C38H65N2O6P,4.437,676.4573,,FBF,57.42,FBF,34988729.0,25.39,6894655.0
6662,C26H49N2O7P,5.581,532.3291,,FBF,53.96,FBF,,,
6663,C32H59N2O7P,4.281,614.4018,,FBF,77.03,FBF,65500642.0,47.53,8732868.0
6664,C35H65N2O6P,22.966,640.4641,,FBF,61.21,FBF,,,
6665,C37H69N2O6P,13.119,668.4868,,FBF,59.02,FBF,,,
6666,C39H67N2O6P,17.693,690.4779,,FBF,83.45,FBF,,,
6667,C26H55N2O6P,11.845,522.3812,,FBF,67.54,FBF,,,
6668,C28H59N2O6P,13.379,550.4094,,FBF,66.96,FBF,,,
6669,C28H59N2O7P,20.239,566.4086,,FBF,69.77,FBF,,,
6670,C29H61N2O6P,14.912,564.4279,,FBF,64.23,FBF,,,
6671,C29H61N2O7P,19.304,580.4164,,FBF,52.93,FBF,,,
6672,C31H65N2O6P,18.135,592.459,,FBF,72.42,FBF,,,
6673,C31H65N2O7P,13.223,608.4516,,FBF,62.38,FBF,,,
6674,C32H67N2O6P,16.212,606.4754,,FBF,55.02,FBF,,,
6675,C33H69N2O6P,15.77,620.49,,FBF,59.59,FBF,,,
6676,C34H69N2O6P,13.249,632.4889,,FBF,57.45,FBF,,,
6677,C35H73N2O6P,13.301,648.5168,,FBF,79.08,FBF,,,
6678,C36H75N2O6P,19.408,662.5341,,FBF,67.48,FBF,,,
6679,C36H71N2O6P,11.065,658.5024,,FBF,70.44,FBF,,,
6680,C36H69N2O6P,10.077,656.489,,FBF,69.87,FBF,,,
6681,C38H79N2O6P,16.706,690.5714,,FBF,58.37,FBF,,,
6682,C38H77N2O7P,18.498,704.549,,FBF,72.38,FBF,,,
6683,C38H67N2O6P,10.077,678.4719,,FBF,62.36,FBF,,,
6684,C39H81N2O7P,14.523,720.5727,,FBF,59.61,FBF,,,
6685,C40H83N2O7P,21.772,734.5935,,FBF,62.6,FBF,,,
6686,C42H87N2O7P,18.213,762.6245,,FBF,59.68,FBF,,,
6687,C42H85N2O6P,22.239,744.6179,,FBF,52.63,FBF,,,
6688,C42H83N2O7P,20.032,758.5942,,FBF,52.92,FBF,,,
6689,C49H101N2O6P,18.55,844.7404,,FBF,64.26,FBF,,,
6690,C26H53N2O6P,19.408,520.3639,,FBF,87.77,FBF,,,
6691,C26H53N2O7P,17.927,536.3591,,FBF,92.37,FBF,69640019.0,50.53,3554556.0
6692,C27H55N2O7P,5.919,550.3737,,FBF,53.33,FBF,,,
6693,C28H57N2O6P,18.135,548.3944,,FBF,71.41,FBF,,,
6694,C30H61N2O7P,10.103,592.4209,,FBF,62.9,FBF,,,
6695,C30H59N2O6P,18.498,574.4116,,FBF,77.58,FBF,,,
6696,C33H67N2O7P,13.353,634.4672,,FBF,55.97,FBF,,,
6697,C38H75N2O7P,11.013,702.5305,,FBF,65.0,FBF,,,
6698,C41H83N2O7P,18.706,746.5948,,FBF,55.42,FBF,,,
6699,C52H105N2O6P,15.016,884.77,,FBF,70.68,FBF,,,
6700,C27H53N2O6P,5.166,532.3649,,FBF,82.61,FBF,,,
6701,C28H55N2O7P,17.589,562.3741,,FBF,75.13,FBF,,,
6702,C29H57N2O6P,22.057,560.3995,,FBF,50.73,FBF,,,
6703,C29H57N2O7P,5.244,576.3909,,FBF,85.52,FBF,,,
6704,C30H59N2O7P,17.589,590.405,,FBF,75.89,FBF,,,
6705,C36H61N2O6P,19.954,648.4297,,FBF,58.81,FBF,,,
6706,C42H69N2O6P,13.275,728.4948,,FBF,54.89,FBF,,,
6707,C49H97N2O6P,13.249,840.7052,,FBF,53.21,FBF,,,
6708,C53H105N2O6P,14.107,896.7783,,FBF,52.8,FBF,,,
6709,C28H51N2O7P,6.127,558.3432,,FBF,52.14,FBF,,,
6710,C34H55N2O6P,4.932,618.3803,,FBF,92.15,FBF,,,
6711,C39H73N2O6P,13.301,696.5246,,FBF,57.89,FBF,,,
6712,C39H71N2O6P,17.901,694.5054,,FBF,63.45,FBF,,,
6713,C39H69N2O6P,20.785,692.4889,,FBF,66.67,FBF,,,
6714,C43H89N2O7P,14.835,776.6353,,FBF,70.87,FBF,,,
6715,C43H87N2O7P,18.836,774.6328,,FBF,57.14,FBF,,,
6716,C37H65N2O6P,17.667,664.4542,,FBF,54.63,FBF,,,
6717,C37H63N2O6P,19.98,662.4472,,FBF,80.47,FBF,,,
6718,C39H75N2O7P,10.181,714.529,,FBF,53.25,FBF,,,
6719,C43H85N2O7P,20.499,772.6069,,FBF,51.45,FBF,,,
6720,C57H117N2O6P,18.706,956.8603,,FBF,54.03,FBF,,,
6721,C40H69N2O6P,19.98,704.4826,,FBF,55.32,FBF,,,
6722,C44H75N2O6P,13.405,758.5327,,FBF,55.12,FBF,,,
6723,C42H75N2O6P,19.07,734.5367,,FBF,57.72,FBF,,,
6724,C44H87N2O7P,22.369,786.6244,,FBF,53.5,FBF,,,
6725,C45H91N2O7P,13.743,802.655,,FBF,52.82,FBF,,,
6726,C41H71N2O6P,19.954,718.5089,,FBF,75.89,FBF,,,
6727,C58H115N2O6P,17.719,966.852,,FBF,60.18,FBF,,,
6728,C42H73N2O6P,19.954,732.5255,,FBF,66.69,FBF,,,
6729,C47H97N2O7P,13.717,832.703,,FBF,55.67,FBF,,,
6730,C60H123N2O6P,19.642,998.912,,FBF,74.84,FBF,,,
6731,C43H75N2O6P,19.98,746.5366,,FBF,90.11,FBF,,,
6732,C47H91N2O6P,15.796,810.6659,,FBF,57.33,FBF,,,
6733,C47H91N2O7P,17.589,826.6572,,FBF,56.96,FBF,,,
6734,C60H119N2O6P,17.303,994.8815,,FBF,69.35,FBF,,,
6735,C48H89N2O6P,13.873,820.647,,FBF,56.77,FBF,,,
6736,C44H77N2O6P,19.928,760.5534,,FBF,55.21,FBF,,,
6737,C48H95N2O7P,17.303,842.6894,,FBF,51.3,FBF,,,
6738,C49H101N2O7P,20.889,860.7315,,FBF,57.11,FBF,,,
6739,C45H79N2O6P,19.98,774.5683,,FBF,50.69,FBF,,,
6740,C49H99N2O7P,17.459,858.7105,,FBF,55.06,FBF,,,
6741,C45H77N2O6P,10.857,772.5526,,FBF,88.85,FBF,,,
6742,C50H103N2O7P,17.459,874.7561,,FBF,53.74,FBF,,,
6743,C50H93N2O6P,17.199,848.676,,FBF,51.86,FBF,,,
6744,C50H89N2O6P,19.876,844.6488,,FBF,58.82,FBF,,,
6745,C50H99N2O7P,19.954,870.7138,,FBF,54.51,FBF,,,
6746,C50H85N2O6P,14.081,840.6134,,FBF,53.66,FBF,,,
6747,C54H109N2O7P,19.72,928.8012,,FBF,58.38,FBF,,,
6748,C45H90NO12P,14.029,867.6202,,FBF,50.57,FBF,,,
6749,C30H60NO11P,4.802,641.3914,,FBF,55.7,FBF,,,
6750,C32H64NO11P,5.4,669.4183,,FBF,51.91,FBF,,,
6751,C38H74NO12P,5.581,767.4989,,FBF,53.58,FBF,,,
6752,C39H78NO11P,0.383,767.5261,,FBF,67.72,FBF,3497639.0,2.54,966956.0
6753,C56H112NO11P,18.602,1005.7999,,FBF,51.51,FBF,,,
6754,C36H70NO12P,4.541,739.4564,,FBF,60.88,FBF,27697614.0,20.1,4488337.0
6755,C39H76NO12P,13.379,781.5119,,FBF,54.99,FBF,,,
6756,C41H80NO12P,10.0,809.5485,,FBF,64.05,FBF,,,
6757,C49H88NO12P,14.86,913.6042,,FBF,52.75,FBF,,,
6758,C51H102NO12P,21.798,951.7202,,FBF,55.44,FBF,,,
6759,C52H100NO12P,21.33,961.6974,,FBF,58.23,FBF,,,
6760,C66H132NO11P,10.961,1145.945,,FBF,51.66,FBF,,,
6761,C54H102NO12P,20.473,987.7185,,FBF,53.83,FBF,,,
6762,C56H102NO12P,13.327,1011.7055,,FBF,55.31,FBF,,,
6763,C59H97N2O6P,16.212,960.712,,FBF,57.26,FBF,,,
6764,C59H95N2O6P,14.237,958.6981,,FBF,51.02,FBF,,,
6765,C60H117N2O6P,18.992,992.8594,,FBF,50.08,FBF,,,
6766,C22H43N2O6P,3.527,462.2853,,FBF,86.29,FBF,,,
6767,C23H45N2O6P,3.839,476.3017,,FBF,90.02,FBF,,,
6768,C25H49N2O6P,4.515,504.3296,,FBF,68.64,FBF,,,
6769,C22H41N2O6P,3.865,460.2701,,FBF,66.96,FBF,,,
6770,C24H45N2O6P,5.503,488.3032,,FBF,66.54,FBF,,,
6771,C20H43N2O6P,7.92,438.2833,,FBF,66.82,FBF,,,
6772,C22H47N2O6P,5.503,466.319,,FBF,63.3,FBF,,,
6773,C52H83N2O6P,16.654,862.5946,,FBF,53.25,FBF,,,
6774,C64H101N2O6P,17.667,1024.7384,,FBF,50.32,FBF,,,
6775,C25H53N2O6P,6.049,508.3608,,FBF,66.72,FBF,,,
6776,C67H115N2O6P,18.55,1074.8504,,FBF,53.34,FBF,,,
6777,C67H131N2O6P,11.091,1090.9737,,FBF,57.96,FBF,,,
6778,C45H79N2O7P,16.628,790.5682,,FBF,54.9,FBF,,,
6779,C24H49N2O7P,0.383,508.3268,,FBF,75.46,FBF,3497639.0,2.54,966956.0
6780,C24H47N2O6P,11.117,490.3204,,FBF,55.88,FBF,,,
6781,C25H51N2O6P,9.818,506.3472,,FBF,69.65,FBF,,,
6782,C64H127N2O6P,21.382,1050.9451,,FBF,59.32,FBF,,,
6783,C25H49N2O7P,4.021,520.3278,,FBF,91.16,FBF,,,
6784,C48H85N2O6P,17.433,816.6145,,FBF,50.36,FBF,,,
6785,C53H107N2O7P,15.042,914.7781,,FBF,73.08,FBF,,,
6786,C49H85N2O6P,14.549,828.6144,,FBF,51.41,FBF,,,
6787,C73H127N2O6P,17.719,1158.951,,FBF,59.25,FBF,,,
6788,C29H59N2O8P,5.971,594.3994,,FBF,57.75,FBF,,,
6789,C29H57N2O8P,4.802,592.3833,,FBF,70.64,FBF,,,
6790,C31H57N2O8P,5.971,616.3832,,FBF,59.98,FBF,,,
6791,C32H57N2O7P,4.281,612.3962,,FBF,61.57,FBF,65500642.0,47.53,8732868.0
6792,C34H69N2O5P,17.901,616.4937,,FBF,58.41,FBF,,,
6793,C35H73N2O8P,13.951,680.5138,,FBF,52.73,FBF,,,
6794,C39H81N2O8P,14.497,736.5699,,FBF,50.12,FBF,,,
6795,C39H77N2O8P,10.181,732.5419,,FBF,65.11,FBF,,,
6796,C40H71N2O7P,10.103,722.4991,,FBF,79.39,FBF,,,
6797,C42H77N2O8P,16.576,768.5403,,FBF,51.44,FBF,,,
6798,C43H75N2O5P,18.654,730.5421,,FBF,54.16,FBF,,,
6799,C44H73N2O6P,13.327,756.5232,,FBF,54.21,FBF,,,
6800,C45H91N2O8P,17.044,818.6499,,FBF,57.98,FBF,,,
6801,C45H75N2O6P,16.498,770.5314,,FBF,56.63,FBF,,,
6802,C45H75N2O7P,19.902,786.53,,FBF,67.34,FBF,,,
6803,C47H95N2O8P,13.483,846.6808,,FBF,56.27,FBF,,,
6804,C47H89N2O8P,16.498,840.6358,,FBF,57.39,FBF,,,
6805,C48H79N2O6P,17.823,810.5663,,FBF,51.33,FBF,,,
6806,C48H93N2O5P,18.654,808.6847,,FBF,55.35,FBF,,,
6807,C49H101N2O8P,12.833,876.7319,,FBF,63.86,FBF,,,
6808,C49H99N2O8P,17.485,874.718,,FBF,74.18,FBF,,,
6809,C50H95N2O8P,13.041,882.6795,,FBF,54.47,FBF,,,
6810,C51H91N2O7P,17.849,874.6609,,FBF,62.48,FBF,,,
6811,C51H87N2O7P,16.42,870.6264,,FBF,51.41,FBF,,,
6812,C53H101N2O8P,18.395,924.731,,FBF,55.54,FBF,,,
6813,C55H107N2O6P,18.55,922.7864,,FBF,50.67,FBF,,,
6814,C57H113N2O7P,16.706,968.8237,,FBF,51.41,FBF,,,
6815,C60H113N2O7P,18.732,1004.8295,,FBF,57.6,FBF,,,
6816,C62H123N2O7P,17.537,1038.9045,,FBF,58.56,FBF,,,
6817,C63H113N2O6P,17.719,1024.8321,,FBF,50.94,FBF,,,
6818,C65H103N2O7P,18.161,1054.7468,,FBF,51.18,FBF,,,
6819,C65H127N2O7P,20.369,1078.9368,,FBF,63.38,FBF,,,
6820,C65H123N2O7P,20.187,1074.9076,,FBF,50.33,FBF,,,
6821,C57H107N2O6P,18.628,946.7873,,FBF,57.26,FBF,,,
6822,C18H39N2O6P,7.92,410.2525,,FBF,86.41,FBF,,,
6823,C24H49N2O6P,5.997,492.3303,,FBF,53.32,FBF,,,
6824,C19H41N2O5P,12.131,408.2765,,FBF,81.58,FBF,,,
6825,C21H43N2O5P,11.637,434.2949,,FBF,60.2,FBF,,,
6826,C22H47N2O5P,10.597,450.3232,,FBF,75.04,FBF,,,
6827,C23H51N2O5P,19.668,466.357,,FBF,62.64,FBF,,,
6828,C23H51N2O6P,4.515,482.3476,,FBF,88.57,FBF,,,
6829,C25H55N2O5P,18.576,494.3844,,FBF,71.23,FBF,,,
6830,C27H59N2O5P,18.628,522.4166,,FBF,58.86,FBF,,,
6831,C18H37NO3,16.446,315.2758,,FBF,68.93,FBF,,,
6832,C18H39NO3,7.972,317.2925,,FBF,83.34,FBF,,,
6833,C16H35NO3,7.114,289.2615,,FBF,99.32,FBF,,,
6834,C20H43NO2,8.804,329.3287,,FBF,95.73,FBF,,,
6835,C19H41NO2,8.154,315.3116,,FBF,57.29,FBF,,,
6836,C20H43NO,13.951,313.3327,,FBF,54.92,FBF,,,
6837,C22H47NO2,9.896,357.3599,,FBF,79.93,FBF,,,
6838,C18H39NO2,7.868,301.298,,FBF,99.09,FBF,,,
6839,C16H34NO5P,3.111,351.2172,,FBF,63.94,FBF,,,
6840,C19H40NO5P,4.437,393.2672,,FBF,74.6,FBF,34988729.0,25.39,6894655.0
6841,C20H42NO5P,4.828,407.2768,,FBF,56.33,FBF,,,
6842,C18H38NO4P,4.619,363.2528,,FBF,80.36,FBF,,,
6843,C14H27NO2,7.244,241.2034,,FBF,53.8,FBF,1655591.0,1.2,404359.0
6844,C28H58N2O4,15.354,486.4381,,FBF,67.02,FBF,,,
6845,C34H59NO13,5.4,689.4025,,FBF,53.17,FBF,,,
6846,C33H57NO15,4.828,707.3799,,FBF,59.17,FBF,,,
6847,C33H57NO13,4.932,675.3818,,FBF,55.3,FBF,,,
6848,C18H39NO,9.48,285.3025,,FBF,98.24,FBF,,,
6849,C19H36NNaO8S,10.597,461.2088,,FBF,55.5,FBF,,,
6850,C17H37NO2,7.426,287.2809,,FBF,71.74,FBF,,,
6851,C24H32O3,16.576,368.2359,,FBF,57.13,FBF,,,
6852,C24H32O5,6.075,400.2234,,FBF,60.9,FBF,,,
6853,C24H40O8S,4.047,488.2473,,FBF,54.13,FBF,,,
6854,C29H52N4O4,14.419,520.3983,,FBF,70.28,FBF,,,
6855,C29H52N4O3,10.831,504.4021,,FBF,93.87,FBF,,,
6856,C30H52N4O5,15.354,548.3923,,FBF,51.36,FBF,,,
6857,C28H46N2O7,5.529,522.3296,,FBF,51.45,FBF,,,
6858,C29H52N2O4,17.693,492.3968,,FBF,50.22,FBF,,,
6859,C29H52N2O3,20.161,476.3984,,FBF,66.05,FBF,,,
